score,gate,idx,type,label,head,head_type,tail,tail_type,head_start,head_end,tail_start,tail_end,train_type_freq,unique_source_count,weighted_support,trigger_score,trigger_hits,base_sample_rel_count,sources,context
11.075,review,243,GENE-AFF-GENE,AFF,VRADI07G17780,GENE,bHLH DNA-binding superfamily protein,GENE,31,44,182,218,26,23,5.75,0,,3,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v4.json;submit_v9_clean.json;submit_v9_targeted.json,"Candidate genes VRADI07G24840, VRADI07G17780, and VRADI07G15650 regulate trichome density on the dorsal leaf surface of mungbean. VRADI07G24840 encodes ZFP6, VRADI07G17780 encodes a bHLH DNA-binding superfamily protein, and VRADI07G15650 encodes MYB102. Candidate genes VRADIO7G29860, VRADIO7G29450, and VRADIO7G28520 have roles in chlorophyll biosynthesis. VRADIO7G29860"
11.075,review,243,GENE-AFF-GENE,AFF,VRADI07G15650,GENE,MYB102,GENE,50,63,246,252,26,23,5.75,0,,3,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_optimized.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v4.json;submit_v9_clean.json;submit_v9_targeted.json,"Candidate genes VRADI07G24840, VRADI07G17780, and VRADI07G15650 regulate trichome density on the dorsal leaf surface of mungbean. VRADI07G24840 encodes ZFP6, VRADI07G17780 encodes a bHLH DNA-binding superfamily protein, and VRADI07G15650 encodes MYB102. Candidate genes VRADIO7G29860, VRADIO7G29450, and VRADIO7G28520 have roles in chlorophyll biosynthesis. VRADIO7G29860 encodes s-adenosyl-L-methionine, VRADIO7G29450 encodes FTSHI1 pr"
11.05,review,229,QTL-LOI-TRT,LOI,QTLs,QTL,post-flowering drought tolerance,TRT,21,25,30,62,224,13,3.25,0,,2,submit_ensemble.json;submit_ensemble_v2_intersect.json;submit_ensemble_v4a.json;submit_sc_gemini.json;submit_v11_nano.json;submit_v2.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v6_rag.json;submit_v7_cicl_v2.json,"The study identified QTLs for post-flowering drought tolerance (stay green), pre-flowering drought tolerance, and lodging tolerance in sorghum. It used an F-7 recombinant inbred line (RIL) population derived from the cro"
11.025,review,389,CROP-CON-VAR,CON,sorghum,CROP,breeding lines,VAR,222,229,230,244,222,13,3.25,0,,0,submit_optimized.json;submit_v10_gemini.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_abs_var_crop.json;submit_v33_mega.json;submit_v33_safe_trio.json;submit_v4.json,"weight, and chlorophyll with 6,094,317 SNP markers for Striga resistance genes in diverse sorghum breeding lines and varieties. Chromosomes containing significant SNPs in FASTmrMLM and FarmCPU models were identified."
11.025,review,389,CROP-CON-VAR,CON,sorghum,CROP,varieties,VAR,222,229,249,258,222,13,3.25,0,,0,submit_optimized.json;submit_v10_gemini.json;submit_v21_elite.json;submit_v3.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_core.json;submit_v31_plus_safe_selective.json;submit_v32_plus_abs_var_crop.json;submit_v33_mega.json;submit_v33_safe_trio.json;submit_v4.json,"weight, and chlorophyll with 6,094,317 SNP markers for Striga resistance genes in diverse sorghum breeding lines and varieties. Chromosomes containing significant SNPs in FASTmrMLM and FarmCPU models were identified."
11.025,review,256,CROP-CON-VAR,CON,oat,CROP,Cascade,VAR,217,220,66,73,222,7,1.75,2,"cross,derived",2,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,Bulked segregant analysis used progeny lines from a cross between Cascade and AC Marie. It identified randomly amplified polymorphic DNA markers linked to genetic factors controlling primary kernel hull percentage in oat. Twelve polymorphisms were tested for linkage to hull percentage by genotyping 80 F-2-derived F-8 lines.
11.025,review,256,CROP-CON-VAR,CON,oat,CROP,AC Marie,VAR,217,220,78,86,222,7,1.75,2,"cross,derived",2,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,Bulked segregant analysis used progeny lines from a cross between Cascade and AC Marie. It identified randomly amplified polymorphic DNA markers linked to genetic factors controlling primary kernel hull percentage in oat. Twelve polymorphisms were tested for linkage to hull percentage by genotyping 80 F-2-derived F-8 lines.
11.0125,review,7,QTL-LOI-MRK,LOI,QGOA-2H-2,QTL,KDH,MRK,78,87,136,139,1,12,3.0,3,"mapped,chromosome,chr",3,submit_ensemble.json;submit_ensemble_v4a.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v15_glm.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v6_rag.json,"Three QTLs for barley GOA were mapped on chromosomes 2H and 7H. The major QTL QGOA-2H-2 was mapped on chromosome 2H, flanked by markers KDH and GBM1498, and explained 63.92% of phenotypic variation."
11.0125,review,7,QTL-LOI-MRK,LOI,QGOA-2H-2,QTL,GBM1498,MRK,78,87,144,151,1,12,3.0,3,"mapped,chromosome,chr",3,submit_ensemble.json;submit_ensemble_v4a.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v15_glm.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v6_rag.json,"Three QTLs for barley GOA were mapped on chromosomes 2H and 7H. The major QTL QGOA-2H-2 was mapped on chromosome 2H, flanked by markers KDH and GBM1498, and explained 63.92% of phenotypic variation."
11.0125,review,128,QTL-LOI-CHR,LOI,QTL qGL1,QTL,1H,CHR,130,138,98,100,141,7,1.75,3,"located,chromosome,chr",6,submit_ensemble.json;submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json;submit_v5.json;submit_v7_cicl_v2.json,"QTLs for grain length, grain width and thousand-grain weight were detected on chromosomes 1H, 2H, 4H, 5H, and 6H. A major QTL qGL1, with 16.7% phenotypic variance, was located on 1H. qGL1 is a new QTL affecting grain length."
11.0125,review,138,QTL-LOI-CHR,LOI,clusters,QTL,chromosome 3H,CHR,25,33,84,97,141,7,1.75,3,"located,chromosome,chr",7,submit_ensemble.json;submit_v16_rules.json;submit_v41_precise_strict.json;submit_v41_rule_all.json;submit_v41_rule_qtl_loi_chr.json;submit_v41_sub_conservative_plus_strict.json;submit_v7_cicl_v2.json,"Twenty-two QTLs and four clusters were detected. Five stable QTLs are co-located on chromosome 3H. They are Qgna.sau-3H for grain N concentration, Qtna.sau-3H for total N accumulation per plant, Qnhi.sau-3H for N harvest index, Qnutegy.sau-3H for N utilization efficiency fo"
11.0125,review,147,QTL-LOI-CHR,LOI,QTL regions,QTL,seven barley chromosomes,CHR,150,161,226,250,141,7,1.75,3,"mapping,chromosome,chr,region",3,submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json,"t) doubled haploid mapping population was evaluated in greenhouse and field environments. QTL regions for SSc, AA, and GP were revealed on five, four, and six of the seven barley chromosomes, respectively. Seven and eight regions on five and six chromosomes had effects ranging from 4 to 31% on PHS and 3 to 39% on dormancy, respectively."
10.85,review,237,TRT-AFF-TRT,AFF,Panicle weight,TRT,branch and tiller numbers,TRT,172,186,263,288,48,21,5.25,0,,5,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v9_clean.json;submit_v9_targeted.json,a strong positive correlation between 1000-grain weight and grain width with grain yield. Panicle weight positively correlated with 1000-grain weight but negatively correlated with branch and tiller numbers.
10.8,review,14,TRT-OCI-GST,OCI,adult plant resistance (APR),TRT,field trials in 2014 and 2015,GST,281,309,340,369,44,21,5.25,0,,3,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v31_plus_safe_selective.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json,n Pca races and to a bulk Pca inoculum in greenhouse trials. They were also evaluated for adult plant resistance (APR) to natural Pca populations in field trials in 2014 and 2015. 66 genotypes showed resistance to at least one race. 22 of these were resistant to all six races.
10.75,review,46,VAR-HAS-TRT,HAS,cultivars/lines,VAR,N,TRT,49,64,13,14,328,11,2.75,0,,4,submit_ensemble.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_supported_alltypes.json;submit_v6_rag.json,"Reduction in N, P, K, Ca and Mg was found in all cultivars/lines, while Fe remained unchanged. Cultivars/lines NM-2006 and 8005 are drought tolerant. Cultivars/lines 97,006 and 97,001 are drought sensitive."
10.75,review,46,VAR-HAS-TRT,HAS,cultivars/lines,VAR,P,TRT,49,64,16,17,328,11,2.75,0,,4,submit_ensemble.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_supported_alltypes.json;submit_v6_rag.json,"Reduction in N, P, K, Ca and Mg was found in all cultivars/lines, while Fe remained unchanged. Cultivars/lines NM-2006 and 8005 are drought tolerant. Cultivars/lines 97,006 and 97,001 are drought sensitive."
10.75,review,46,VAR-HAS-TRT,HAS,cultivars/lines,VAR,K,TRT,49,64,19,20,328,11,2.75,0,,4,submit_ensemble.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_supported_alltypes.json;submit_v6_rag.json,"Reduction in N, P, K, Ca and Mg was found in all cultivars/lines, while Fe remained unchanged. Cultivars/lines NM-2006 and 8005 are drought tolerant. Cultivars/lines 97,006 and 97,001 are drought sensitive."
10.75,review,46,VAR-HAS-TRT,HAS,cultivars/lines,VAR,Ca,TRT,49,64,22,24,328,11,2.75,0,,4,submit_ensemble.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_supported_alltypes.json;submit_v6_rag.json,"Reduction in N, P, K, Ca and Mg was found in all cultivars/lines, while Fe remained unchanged. Cultivars/lines NM-2006 and 8005 are drought tolerant. Cultivars/lines 97,006 and 97,001 are drought sensitive."
10.75,review,46,VAR-HAS-TRT,HAS,cultivars/lines,VAR,Mg,TRT,49,64,29,31,328,11,2.75,0,,4,submit_ensemble.json;submit_sc_gemini.json;submit_v10_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v21_elite.json;submit_v30_supported_alltypes.json;submit_v6_rag.json,"Reduction in N, P, K, Ca and Mg was found in all cultivars/lines, while Fe remained unchanged. Cultivars/lines NM-2006 and 8005 are drought tolerant. Cultivars/lines 97,006 and 97,001 are drought sensitive."
10.75,review,152,VAR-HAS-TRT,HAS,transgenic rice,VAR,drought resistance,TRT,125,140,103,121,328,11,2.75,0,,7,submit_ensemble.json;submit_v19_recovered.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verE_v19_sc_cross.json;submit_v30_supported_alltypes.json;submit_v5.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json;submit_v9v12_merged.json,n of SiMYB56 upregulates ABA synthesis and response genes under drought. SiMYB56 enhances drought resistance in transgenic rice by regulating lignin biosynthesis and the ABA signaling pathway. SiMYB56 is a candidate gene for drought resistance improvement in gramineous crops.
10.75,review,287,VAR-HAS-TRT,HAS,HBL 11,VAR,recurrent parent genome recovery,TRT,118,124,54,86,328,5,1.25,3,"has,with,showed",0,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json;submit_v5.json,Molecular marker analysis showed line MBB 58 has high recurrent parent genome recovery and performed well compared to HBL 11. Improved HBL 11 versions can be crossed with ICMA 843-22 to develop improved HHB 226.
10.725,review,62,GENE-CON-GENE,CON,SiAREB1,GENE,AREB-type transcription factors,GENE,99,106,124,155,38,21,5.25,0,,0,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json,"esponsive elements, ABRE1 (ACGTGTC) and ABRE2 (ACGTGGC), exist in the promoter of SiARDP. SiAREB1 and SiAREB2, two AREB-type transcription factors, bind to the ABRE core element in vitro and in vivo."
10.725,review,62,GENE-CON-GENE,CON,SiAREB2,GENE,AREB-type transcription factors,GENE,111,118,124,155,38,21,5.25,0,,0,submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_v10_gemini.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json,"ements, ABRE1 (ACGTGTC) and ABRE2 (ACGTGGC), exist in the promoter of SiARDP. SiAREB1 and SiAREB2, two AREB-type transcription factors, bind to the ABRE core element in vitro and in vivo."
10.5625,review,170,CROP-HAS-TRT,HAS,oat,CROP,saline-alkali tolerance,TRT,35,38,4,27,165,14,3.5,0,,6,submit_ensemble_v4a.json;submit_sc_gemini.json;submit_v11_nano.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v20_verF_sc_only.json;submit_v30_supported_alltypes.json;submit_v41_rule_all.json;submit_v41_rule_crop_has_trt.json;submit_v41_rule_midcov_combo.json;submit_v9_clean.json;submit_v9_targeted.json,"The saline-alkali tolerance of 524 oat germplasm resources was evaluated using culture-dish germination and field identification methods. Saline-alkali stress inhibited the germination potential, germination rate, and shoot a"
10.55,review,212,QTL-HAS-TRT,HAS,QTL (ORSratio(IX_230)),QTL,root shoot ratio,TRT,2,24,36,52,4,22,5.5,0,,0,submit_ensemble.json;submit_ensemble_v3.json;submit_ensemble_v4a.json;submit_ensemble_v4b.json;submit_v11_nano.json;submit_v13_e3plus.json;submit_v14_recall_boost.json;submit_v16_rules.json;submit_v17_whitelist.json;submit_v18_whitelist.json;submit_v19_recovered.json;submit_v20_verA_v18only.json;submit_v20_verB_v19_sc.json;submit_v20_verC_5source_2vote.json;submit_v20_verD_v18_sc_cross.json;submit_v20_verE_v19_sc_cross.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json;submit_v7_cicl_v2.json;submit_v9_clean.json;submit_v9_targeted.json,A QTL (ORSratio(IX_230)) related to root shoot ratio (TRT) was detected. It explained 27.6% and 28.9% phenotypic variance in two seasons. The QTL was close to the SNP marker TP6337 (MRK) and flanked by SNPs TP518 (MRK) and TP1
10.55,review,6,QTL-LOI-TRT,LOI,41 QTLs,QTL,18 traits,TRT,181,188,224,233,224,5,1.25,3,"mapping,chromosome,chr",1,submit_ensemble.json;submit_v2.json;submit_v43_llm_boost.json;submit_v43_llm_full_valid.json;submit_v6_rag.json,"d 94 recombinant inbred lines (RILs) from the Prisma x Apex mapping population. In total, 41 QTLs were detected on 6 chromosomes for 18 traits."
